SN,Province,District,Admin_div,Position,Ward,Age,Gender,Party,Vote,Status
7460,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,2,47,M,Communist Party of Nepal (UML),333,Elected
7461,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,2,49,F,Communist Party of Nepal (UML),336,Elected
7462,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,2,50,F,Communist Party of Nepal (UML),342,Elected
7463,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,3,33,M,Communist Party of Nepal (Maoist Centre),593,Elected
7464,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,3,64,M,Communist Party of Nepal (Maoist Centre),567,Elected
7465,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,3,41,F,Communist Party of Nepal (Maoist Centre),551,Elected
7466,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,3,46,F,Communist Party of Nepal (Maoist Centre),580,Elected
7467,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,3,40,F,Communist Party of Nepal (Maoist Centre),575,Elected
7468,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,4,53,M,Communist Party of Nepal (Maoist Centre),372,Elected
7469,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,4,40,M,Communist Party of Nepal (Maoist Centre),421,Elected
7470,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,4,45,M,Communist Party of Nepal (Maoist Centre),412,Elected
7471,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,4,47,F,Communist Party of Nepal (Maoist Centre),395,Elected
7472,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,4,47,F,Communist Party of Nepal (Maoist Centre),409,Elected
7473,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,5,53,M,Nepali Congress,426,Elected
7474,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,5,31,M,Nepali Congress,427,Elected
7475,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,5,48,M,Nepali Congress,420,Elected
7476,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,5,45,F,Nepali Congress,439,Elected
7477,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,5,37,F,Nepali Congress,424,Elected
7478,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,6,53,M,Communist Party of Nepal (UML),589,Elected
7479,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,6,43,M,Communist Party of Nepal (UML),530,Elected
7480,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,6,48,M,Communist Party of Nepal (UML),521,Elected
7481,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,6,42,F,Communist Party of Nepal (UML),538,Elected
7482,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,6,27,F,Communist Party of Nepal (UML),524,Elected
7483,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,7,46,M,Communist Party of Nepal (Maoist Centre),413,Elected
7484,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,7,46,M,Communist Party of Nepal (Maoist Centre),389,Elected
7485,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,7,28,M,Communist Party of Nepal (Maoist Centre),384,Elected
7486,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,7,35,F,Communist Party of Nepal (Maoist Centre),399,Elected
7487,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,7,44,F,Communist Party of Nepal (Maoist Centre),396,Elected
7488,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,8,64,M,Communist Party of Nepal (Maoist Centre),496,Elected
7489,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,8,42,M,Communist Party of Nepal (Maoist Centre),482,Elected
7490,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,8,57,F,Communist Party of Nepal (Maoist Centre),464,Elected
7491,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,8,25,F,Communist Party of Nepal (Maoist Centre),492,Elected
7492,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,8,34,F,Communist Party of Nepal (Maoist Centre),496,Elected
7493,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,9,37,M,Communist Party of Nepal (Maoist Centre),682,Elected
7494,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,9,34,M,Communist Party of Nepal (Maoist Centre),633,Elected
7495,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,9,48,M,Communist Party of Nepal (Maoist Centre),617,Elected
7496,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,9,41,F,Communist Party of Nepal (Maoist Centre),659,Elected
7497,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,9,40,F,Communist Party of Nepal (Maoist Centre),656,Elected
7498,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,10,34,M,Communist Party of Nepal (UML),330,Elected
7499,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,10,40,M,Communist Party of Nepal (UML),307,Elected
7500,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,10,28,M,Communist Party of Nepal (UML),290,Elected
7501,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,10,56,F,Communist Party of Nepal (UML),326,Elected
7502,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,10,40,F,Communist Party of Nepal (UML),303,Elected
7503,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,11,47,M,Communist Party of Nepal (UML),523,Elected
7504,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,11,48,M,Communist Party of Nepal (UML),569,Elected
7505,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,11,47,M,Communist Party of Nepal (UML),550,Elected
7506,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,11,44,F,Communist Party of Nepal (UML),577,Elected
7507,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,11,42,F,Communist Party of Nepal (UML),585,Elected
7508,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,12,41,M,Communist Party of Nepal (UML),724,Elected
7509,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,12,66,M,Communist Party of Nepal (UML),745,Elected
7510,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,12,40,M,Communist Party of Nepal (UML),729,Elected
7511,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,12,63,F,Communist Party of Nepal (UML),726,Elected
7512,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,12,41,F,Communist Party of Nepal (UML),745,Elected
7513,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,13,61,M,Communist Party of Nepal (Maoist Centre),820,Elected
7514,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,13,30,M,Communist Party of Nepal (Maoist Centre),793,Elected
7515,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,13,58,M,Communist Party of Nepal (Maoist Centre),792,Elected
7516,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,13,44,F,Communist Party of Nepal (Maoist Centre),799,Elected
7517,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,13,40,F,Communist Party of Nepal (Maoist Centre),805,Elected
7518,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,14,44,M,Communist Party of Nepal (UML),324,Elected
7519,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,14,58,M,Communist Party of Nepal (UML),320,Elected
7520,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,14,50,M,Communist Party of Nepal (UML),314,Elected
7521,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,14,54,F,Communist Party of Nepal (UML),323,Elected
7522,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,14,40,F,Communist Party of Nepal (UML),325,Elected
7523,Province 2,Siraha,Naraha Rural Municipality,Mayor,,59,M,Communist Party of Nepal (UML),1656,Elected
7524,Province 2,Siraha,Naraha Rural Municipality,Vice-Mayor,,60,F,Communist Party of Nepal (UML),1855,Elected
7525,Province 2,Siraha,Naraha Rural Municipality,Ward President,1,48,M,Communist Party of Nepal (UML),605,Elected
7526,Province 2,Siraha,Naraha Rural Municipality,Ward Member,1,65,F,Communist Party of Nepal (UML),579,Elected
7527,Province 2,Siraha,Naraha Rural Municipality,Ward Member,1,57,M,Communist Party of Nepal (UML),573,Elected
7528,Province 2,Siraha,Naraha Rural Municipality,Female Ward Member,1,48,F,Communist Party of Nepal (UML),591,Elected
7529,Province 2,Siraha,Naraha Rural Municipality,Dalit Female Ward Member,1,36,F,Communist Party of Nepal (UML),588,Elected
