SN,District,Administrative Division,Position,Ward,Name,Age,Gender,Party,Votes,Status
1093,Sindhuli,Sunkoshi Rural Municipality,Female Ward Member,7,सनु माया थापा मगि,44,F,Communist Party of Nepal (Maoist Centre),443,Elected
1094,Sindhuli,Sunkoshi Rural Municipality,Dalit Female Ward Member,7,िर कुमारि क्रर्.क,35,F,Communist Party of Nepal (Maoist Centre),420,Elected
1095,Sindhuli,Hariharpurgadhi Rural Municipality,Mayor,,कािसाङ लामा,44,M,Communist Party of Nepal (Maoist Centre),3934,Elected
1096,Sindhuli,Hariharpurgadhi Rural Municipality,Vice-Mayor,,अननता कुमािी िाई,40,F,Communist Party of Nepal (Maoist Centre),3918,Elected
1097,Sindhuli,Hariharpurgadhi Rural Municipality,Ward President,1,कासाङ घलान,31,M,Communist Party of Nepal (Maoist Centre),676,Elected
1098,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,1,निम बहादिु न्घनसङ,46,M,Communist Party of Nepal (Maoist Centre),666,Elected
1099,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,1,कल बहादिु न्घनसङ,29,M,Communist Party of Nepal (Maoist Centre),664,Elected
1100,Sindhuli,Hariharpurgadhi Rural Municipality,Female Ward Member,1,माइली माया न्घनसङ्,52,F,Communist Party of Nepal (Maoist Centre),676,Elected
1101,Sindhuli,Hariharpurgadhi Rural Municipality,Dalit Female Ward Member,1,कातछी माया क्रर्श् र्कमा,40,F,Communist Party of Nepal (Maoist Centre),669,Elected
1102,Sindhuli,Hariharpurgadhi Rural Municipality,Ward President,2,चतर बहादिु िाई,56,M,Communist Party of Nepal (Maoist Centre),429,Elected
1103,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,2,दगुा बहादिु िाई,56,M,Communist Party of Nepal (UML),446,Elected
1104,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,2,ज्ञानतर िाई दनरु्ाि,44,M,Communist Party of Nepal (UML),435,Elected
1105,Sindhuli,Hariharpurgadhi Rural Municipality,Female Ward Member,2,संगीता माझी,33,F,Communist Party of Nepal (UML),427,Elected
1106,Sindhuli,Hariharpurgadhi Rural Municipality,Dalit Female Ward Member,2,सानी माया क्रर्श्वकमा,46,F,Communist Party of Nepal (UML),435,Elected
1107,Sindhuli,Hariharpurgadhi Rural Municipality,Ward President,3,पदम बहादिु स्याङतान,41,M,Communist Party of Nepal (Maoist Centre),576,Elected
1108,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,3,कमल बहादिु िाना,44,M,Communist Party of Nepal (Maoist Centre),580,Elected
1109,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,3,िामशिण िाई,35,M,Communist Party of Nepal (Maoist Centre),569,Elected
1110,Sindhuli,Hariharpurgadhi Rural Municipality,Female Ward Member,3,उमीला शे्रष् ठ,49,F,Communist Party of Nepal (Maoist Centre),592,Elected
1111,Sindhuli,Hariharpurgadhi Rural Municipality,Dalit Female Ward Member,3,कृष् ण माया सनुाि,38,F,Communist Party of Nepal (Maoist Centre),588,Elected
1112,Sindhuli,Hariharpurgadhi Rural Municipality,Ward President,4,कमल कुमाि िाई,46,M,Communist Party of Nepal (UML),446,Elected
1113,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,4,चेत बहादिु िाई,58,M,Communist Party of Nepal (UML),448,Elected
1114,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,4,सिुाब कुमाि िाइ,36,M,Communist Party of Nepal (UML),428,Elected
1115,Sindhuli,Hariharpurgadhi Rural Municipality,Female Ward Member,4,चेली माया बम्जन,50,F,Communist Party of Nepal (UML),452,Elected
1116,Sindhuli,Hariharpurgadhi Rural Municipality,Dalit Female Ward Member,4,देर्ी कुमािी क्रर्.क.,46,F,Communist Party of Nepal (UML),451,Elected
1117,Sindhuli,Hariharpurgadhi Rural Municipality,Ward President,5,झलक बहादिु माझी,25,M,Communist Party of Nepal (UML),544,Elected
1118,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,5,श्री ध्र्ज योतजन,60,M,Communist Party of Nepal (UML),542,Elected
1119,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,5,हेम बहादिु िाई दनरु्ाि,64,M,Communist Party of Nepal (UML),528,Elected
1120,Sindhuli,Hariharpurgadhi Rural Municipality,Female Ward Member,5,चनुा माया जगामगि,35,F,Communist Party of Nepal (UML),542,Elected
1121,Sindhuli,Hariharpurgadhi Rural Municipality,Dalit Female Ward Member,5,शनुसला माया कामी,63,F,Communist Party of Nepal (UML),545,Elected
1122,Sindhuli,Hariharpurgadhi Rural Municipality,Ward President,6,आइत नसह मकु्तान,50,M,Communist Party of Nepal (Maoist Centre),421,Elected
1123,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,6,कातछा लाल र्ाइर्ा,37,M,Communist Party of Nepal (Maoist Centre),415,Elected
1124,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,6,साइ िाम मक््तान,43,M,Communist Party of Nepal (Maoist Centre),409,Elected
1125,Sindhuli,Hariharpurgadhi Rural Municipality,Female Ward Member,6,श्रीमाया मकु्तान,60,F,Communist Party of Nepal (Maoist Centre),407,Elected
1126,Sindhuli,Hariharpurgadhi Rural Municipality,Dalit Female Ward Member,6,न्चनी माया दमाई,53,F,Communist Party of Nepal (Maoist Centre),413,Elected
1127,Sindhuli,Hariharpurgadhi Rural Municipality,Ward President,7,बाल कृष्ण नपाल,44,M,Nepali Congress,640,Elected
1128,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,7,िज मान नथङ,47,M,Nepali Congress,590,Elected
1129,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,7,नािायण नसं नथङ,51,M,Nepali Congress,588,Elected
1130,Sindhuli,Hariharpurgadhi Rural Municipality,Female Ward Member,7,न्चनी माया मोक्तान,33,F,Nepali Congress,588,Elected
1131,Sindhuli,Hariharpurgadhi Rural Municipality,Dalit Female Ward Member,7,क्रर्ष्ण ुमाया न्घनमिे कामी,54,F,Nepali Congress,597,Elected
1132,Sindhuli,Hariharpurgadhi Rural Municipality,Ward President,8,साकी मान तामाङ,43,M,Communist Party of Nepal (UML),503,Elected
1133,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,8,जंग बहादिु माझी,33,M,Communist Party of Nepal (UML),499,Elected
1134,Sindhuli,Hariharpurgadhi Rural Municipality,Ward Member,8,ङेमा दोजे दोङ,33,M,Communist Party of Nepal (UML),494,Elected
1135,Sindhuli,Hariharpurgadhi Rural Municipality,Female Ward Member,8,सोम माया नथङ्,41,F,Communist Party of Nepal (UML),499,Elected
1136,Sindhuli,Hariharpurgadhi Rural Municipality,Dalit Female Ward Member,8,क्रर्क्रर् माया कामी,49,F,Communist Party of Nepal (UML),491,Elected
1137,Rasuwa,Aamachhodingmo Rural Municipality,Mayor,,बचुङु तमाङ,30,M,"Naya Shakti Party, Nepal",964,Elected
1138,Rasuwa,Aamachhodingmo Rural Municipality,Vice-Mayor,,नक्रर्ना तमाङ,29,F,Communist Party of Nepal (UML),665,Elected
1139,Rasuwa,Aamachhodingmo Rural Municipality,Ward President,1,ननमा ददण्ड ुतमाङ,40,M,"Naya Shakti Party, Nepal",146,Elected
1140,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,1,दोजे तामाङ,44,M,Communist Party of Nepal (UML),167,Elected
1141,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,1,तहीमा दाके तमाङ,49,M,Communist Party of Nepal (UML),159,Elected
1142,Rasuwa,Aamachhodingmo Rural Municipality,Female Ward Member,1,सोनाम तमाङ,36,F,Communist Party of Nepal (UML),162,Elected
1143,Rasuwa,Aamachhodingmo Rural Municipality,Dalit Female Ward Member,1,जिेुली कानमनी,63,F,Communist Party of Nepal (UML),0,Unopposed
1144,Rasuwa,Aamachhodingmo Rural Municipality,Ward President,2,दार्ा नोच तमाङ,32,M,"Naya Shakti Party, Nepal",178,Elected
1145,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,2,दार्ा नोचे तमाङ,38,M,"Naya Shakti Party, Nepal",178,Elected
1146,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,2,दठधोचे तामाङ,52,M,"Naya Shakti Party, Nepal",164,Elected
1147,Rasuwa,Aamachhodingmo Rural Municipality,Female Ward Member,2,ननमा र्ाङमो तमाङ,38,F,"Naya Shakti Party, Nepal",160,Elected
1148,Rasuwa,Aamachhodingmo Rural Municipality,Dalit Female Ward Member,2,श्री माया कामी,35,F,"Naya Shakti Party, Nepal",0,Unopposed
1149,Rasuwa,Aamachhodingmo Rural Municipality,Ward President,3,दार्ा गोम्बो तमाङ,46,M,Communist Party of Nepal (UML),158,Elected
1150,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,3,ठुलो कातछा तमाङ,38,M,Communist Party of Nepal (UML),190,Elected
1151,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,3,फुप छेर्ाङ तमाङ,43,M,Communist Party of Nepal (Maoist Centre),134,Elected
1152,Rasuwa,Aamachhodingmo Rural Municipality,Female Ward Member,3,शनुसला तमाङ,37,F,Communist Party of Nepal (UML),163,Elected
1153,Rasuwa,Aamachhodingmo Rural Municipality,Dalit Female Ward Member,3,क्रहिा माया क्रर्श्वकमा,27,F,"Naya Shakti Party, Nepal",105,Elected
1154,Rasuwa,Aamachhodingmo Rural Municipality,Ward President,4,टासी घ्याल्जेन घले,48,M,Communist Party of Nepal (Maoist Centre),225,Elected
1155,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,4,नमङमि र्ाङदी तमाङ,40,M,Communist Party of Nepal (Maoist Centre),174,Elected
1156,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,4,फुपा र्ाङदी तामाङ,48,M,"Naya Shakti Party, Nepal",170,Elected
1157,Rasuwa,Aamachhodingmo Rural Municipality,Female Ward Member,4,फुप लोङजे तामाङ,33,F,"Naya Shakti Party, Nepal",189,Elected
1158,Rasuwa,Aamachhodingmo Rural Municipality,Dalit Female Ward Member,4,क्रहिा क्रर्श् र्कमा,48,F,Communist Party of Nepal (Maoist Centre),0,Unopposed
1159,Rasuwa,Aamachhodingmo Rural Municipality,Ward President,5,टासी छेर्ाङ तमाङ,39,M,Communist Party of Nepal (UML),253,Elected
1160,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,5,पेम्र्ा तमाङ,41,M,Communist Party of Nepal (UML),210,Elected
1161,Rasuwa,Aamachhodingmo Rural Municipality,Ward Member,5,बहादिु तमाङ,50,M,Communist Party of Nepal (UML),203,Elected
1162,Rasuwa,Aamachhodingmo Rural Municipality,Female Ward Member,5,नोसाङ ग्याल्मो घलेनी शे्रष्ठ,45,F,Communist Party of Nepal (UML),223,Elected
1163,Rasuwa,Aamachhodingmo Rural Municipality,Dalit Female Ward Member,5,चिीमाया क्रर्श्र् कमा,54,F,Communist Party of Nepal (Maoist Centre),0,Unopposed
1164,Rasuwa,Uttargaya Rural Municipality,Mayor,,उपेतर लमसाल,47,M,Nepali Congress,1630,Elected
1165,Rasuwa,Uttargaya Rural Municipality,Vice-Mayor,,चमेली गरुुङ,31,F,Communist Party of Nepal (UML),1878,Elected
1166,Rasuwa,Uttargaya Rural Municipality,Ward President,1,बम बहादिु तमाङ,35,M,"Naya Shakti Party, Nepal",276,Elected
1167,Rasuwa,Uttargaya Rural Municipality,Ward Member,1,पणु बहादिु घले,34,M,Communist Party of Nepal (UML),234,Elected
1168,Rasuwa,Uttargaya Rural Municipality,Ward Member,1,बम बहादिु तमाङ,68,M,Communist Party of Nepal (UML),233,Elected
1169,Rasuwa,Uttargaya Rural Municipality,Female Ward Member,1,मतद ुतमाङ,26,F,"Naya Shakti Party, Nepal",271,Elected
1170,Rasuwa,Uttargaya Rural Municipality,Dalit Female Ward Member,1,ज्ञान ुक्रर्श् र्कमा,35,F,Communist Party of Nepal (UML),226,Elected
1171,Rasuwa,Uttargaya Rural Municipality,Ward President,2,खरु्ा बहादिु गरुुङ,49,M,Nepali Congress,354,Elected
1172,Rasuwa,Uttargaya Rural Municipality,Ward Member,2,सानलकिाम अनधकािी,26,M,Nepali Congress,359,Elected
1173,Rasuwa,Uttargaya Rural Municipality,Ward Member,2,कृष्ण प्रसाद सरेु्दी,40,M,Communist Party of Nepal (UML),289,Elected
1174,Rasuwa,Uttargaya Rural Municipality,Female Ward Member,2,नसता िट्ट,56,F,Communist Party of Nepal (UML),324,Elected
1175,Rasuwa,Uttargaya Rural Municipality,Dalit Female Ward Member,2,सतु तली नेपाली,51,F,Nepali Congress,326,Elected
1176,Rasuwa,Uttargaya Rural Municipality,Ward President,3,लाल बहादिु तामाङ लामा,52,M,Communist Party of Nepal (UML),247,Elected
1177,Rasuwa,Uttargaya Rural Municipality,Ward Member,3,नमन बहादिु गरुुङ,36,M,Communist Party of Nepal (UML),260,Elected
1178,Rasuwa,Uttargaya Rural Municipality,Ward Member,3,पूण बहादिु गरुुङ,43,M,Communist Party of Nepal (UML),253,Elected
1179,Rasuwa,Uttargaya Rural Municipality,Female Ward Member,3,क्रर्तदा िैला,41,F,Communist Party of Nepal (UML),285,Elected
1180,Rasuwa,Uttargaya Rural Municipality,Dalit Female Ward Member,3,सतुतली क्रर्श्र्कमा,51,F,Communist Party of Nepal (UML),291,Elected
1181,Rasuwa,Uttargaya Rural Municipality,Ward President,4,केशि बहादिु बलुनु,41,M,Communist Party of Nepal (UML),504,Elected
1182,Rasuwa,Uttargaya Rural Municipality,Ward Member,4,टेक बहादिु थापा क्षरी,58,M,Communist Party of Nepal (UML),743,Elected
1183,Rasuwa,Uttargaya Rural Municipality,Ward Member,4,प्रताप नसंह बलुनु,46,M,Communist Party of Nepal (UML),470,Elected
1184,Rasuwa,Uttargaya Rural Municipality,Female Ward Member,4,शातत कुमािी ग्लान,38,F,Communist Party of Nepal (UML),472,Elected
1185,Rasuwa,Uttargaya Rural Municipality,Dalit Female Ward Member,4,पतुली नबश्र्कमा,38,F,Communist Party of Nepal (UML),474,Elected
1186,Rasuwa,Uttargaya Rural Municipality,Ward President,5,ईश् र्ि थापा,42,M,Nepali Congress,465,Elected
1187,Rasuwa,Uttargaya Rural Municipality,Ward Member,5,शािदा कुमाि तयौपाने,41,M,Nepali Congress,643,Elected
